ENSMUST00000000001	Gnai3__chr3
ENSMUST00000103447	Ighv2-4__chr12
ENSMUST00000103448	Ighv5-9__chr12
ENSMUST00000103449	Ighv2-5__chr12
ENSMUST00000103450	Ighv5-12__chr12
ENSMUST00000103451	Ighv2-9__chr12
ENSMUST00000103452	Ighv5-9-1__chr12
ENSMUST00000103455	Ighv2-6-8__chr12
ENSMUST00000103456	Ighv2-7__chr12
ENSMUST00000103457	Ighv5-15__chr12
ENSMUST00000103458	Ighv5-16__chr12
ENSMUST00000103459	Ighv5-17__chr12
ENSMUST00000103461	Ighv7-3__chr12
ENSMUST00000103462	Ighv7-2__chr12
ENSMUST00000103463	Ighv14-1__chr12
ENSMUST00000103464	Ighv4-1__chr12
ENSMUST00000103466	Ighv11-1__chr12
ENSMUST00000103467	Ighv14-2__chr12
ENSMUST00000103468	Ighv11-2__chr12
ENSMUST00000103469	Ighv14-3__chr12
ENSMUST00000103470	Ighv16-1__chr12
ENSMUST00000103471	Ighv9-1__chr12
ENSMUST00000103472	Ighv9-2__chr12
ENSMUST00000103473	Ighv9-3__chr12
ENSMUST00000103474	Ighv7-1__chr12
ENSMUST00000103475	Ighv14-4__chr12
ENSMUST00000103476	Ighv3-3__chr12
ENSMUST00000103477	Ighv7-4__chr12
ENSMUST00000103478	Ighv3-1__chr12
ENSMUST00000103479	Ighv3-5__chr12
ENSMUST00000103480	Ighv13-1__chr12
ENSMUST00000103481	Ighv3-6__chr12
ENSMUST00000103482	Ighv9-4__chr12
ENSMUST00000103483	Ighv3-8__chr12
ENSMUST00000103485	Ighv12-3__chr12
ENSMUST00000103486	Ighv6-3__chr12
ENSMUST00000103489	Ighv6-6__chr12
ENSMUST00000103492	Ighv10-1__chr12
ENSMUST00000103493	Ighv1-4__chr12
ENSMUST00000103494	Ighv1-5__chr12
ENSMUST00000103495	Ighv10-3__chr12
ENSMUST00000103496	Ighv1-7__chr12
ENSMUST00000103497	Ighv15-2__chr12
ENSMUST00000103498	Ighv1-9__chr12
ENSMUST00000103500	Ighv1-12__chr12
ENSMUST00000103501	Ighv1-16__chr12
ENSMUST00000103503	Ighv1-62-1__chr12
ENSMUST00000103504	Ighv1-18__chr12
ENSMUST00000103505	Ighv1-19__chr12
ENSMUST00000103506	Ighv1-20__chr12
ENSMUST00000103507	Ighv1-22__chr12
ENSMUST00000103509	Ighv1-24__chr12
ENSMUST00000103510	Ighv1-26__chr12
ENSMUST00000103511	Ighv1-31__chr12
ENSMUST00000103512	Ighv1-34__chr12
ENSMUST00000103513	Ighv1-36__chr12
ENSMUST00000103514	Ighv1-37__chr12
ENSMUST00000103515	Ighv1-39__chr12
ENSMUST00000103516	Ighv1-42__chr12
ENSMUST00000103517	Ighv1-43__chr12
ENSMUST00000103518	Ighv1-47__chr12
ENSMUST00000103519	Ighv1-49__chr12
ENSMUST00000103521	Ighv1-50__chr12
ENSMUST00000103522	Ighv1-52__chr12
ENSMUST00000103523	Ighv1-53__chr12
ENSMUST00000103524	Ighv8-6__chr12
ENSMUST00000103525	Ighv1-54__chr12
ENSMUST00000103526	Ighv1-55__chr12
ENSMUST00000103527	Ighv1-56__chr12
ENSMUST00000103529	Ighv1-58__chr12
ENSMUST00000103530	Ighv1-59__chr12
ENSMUST00000103531	Ighv1-61__chr12
ENSMUST00000103532	Ighv1-62-3__chr12
ENSMUST00000103533	Ighv8-9__chr12
ENSMUST00000103534	Ighv1-63__chr12
ENSMUST00000103535	Ighv1-64__chr12
ENSMUST00000103536	Ighv8-11__chr12
ENSMUST00000103537	Ighv1-66__chr12
ENSMUST00000103538	Ighv1-67__chr12
ENSMUST00000103539	Ighv1-69__chr12
ENSMUST00000103540	Ighv8-12__chr12
ENSMUST00000103541	Ighv1-72__chr12
ENSMUST00000103542	Ighv8-13__chr12
ENSMUST00000103543	Ighv1-74__chr12
ENSMUST00000103544	Ighv1-75__chr12
ENSMUST00000103547	Ighv1-80__chr12
ENSMUST00000103548	Ighv1-81__chr12
ENSMUST00000103549	Ighv1-82__chr12
ENSMUST00000103551	Ighv1-84__chr12
ENSMUST00000103552	Ighv1-85__chr12
ENSMUST00000103553	Tcrg-V7__chr13
ENSMUST00000103554	Tcrg-V4__chr13
ENSMUST00000103555	Tcrg-V6__chr13
ENSMUST00000103556	Tcrg-V5__chr13
ENSMUST00000103558	Tcrg-C1__chr13
ENSMUST00000103559	Tcrg-V3__chr13
ENSMUST00000103561	Tcrg-C2__chr13
ENSMUST00000103562	Trgj3__chr13
ENSMUST00000103563	Trgv2__chr13
ENSMUST00000103564	Tcrg-V1__chr13
ENSMUST00000103567	Trav1__chr14
ENSMUST00000103568	Trav2__chr14
ENSMUST00000103569	Trav3-1__chr14
ENSMUST00000103570	Trav5-1__chr14
ENSMUST00000103571	Trav6-1__chr14
ENSMUST00000103573	Trav6-2__chr14
ENSMUST00000103580	Trav8d-1__chr14
ENSMUST00000103581	Trav9-1__chr14
ENSMUST00000103583	Trav10__chr14
ENSMUST00000103584	Trav6-6__chr14
ENSMUST00000103585	Trav11__chr14
ENSMUST00000103587	Trav12n-1__chr14
ENSMUST00000103588	Trav13d-1__chr14
ENSMUST00000103589	Trav14-3__chr14
ENSMUST00000103590	Trav15n-1__chr14
ENSMUST00000103592	Trav4d-3__chr14
ENSMUST00000103593	Trav12d-2__chr14
ENSMUST00000103596	Trav13d-2__chr14
ENSMUST00000103597	Trav14d-2__chr14
ENSMUST00000103599	Trav3d-3__chr14
ENSMUST00000103600	Trav4d-4__chr14
ENSMUST00000103605	Trav8d-2__chr14
ENSMUST00000103606	Trav16d-dv11__chr14
ENSMUST00000103607	Trav13d-4__chr14
ENSMUST00000103608	Trav14d-3-dv8__chr14
ENSMUST00000103609	Trav7n-4__chr14
ENSMUST00000103611	Trav6n-5__chr14
ENSMUST00000103612	Trav10n__chr14
ENSMUST00000103613	Trav6n-6__chr14
ENSMUST00000103616	Trav15d-1-dv6d-1__chr14
ENSMUST00000103618	Trav4n-3__chr14
ENSMUST00000103619	Trav12n-2__chr14
ENSMUST00000103622	Trav13n-2__chr14
ENSMUST00000103623	Trav14n-2__chr14
ENSMUST00000103625	Trav3n-3__chr14
ENSMUST00000103626	Trav9n-4__chr14
ENSMUST00000103627	Trav4n-4__chr14
ENSMUST00000103632	Trav8n-2__chr14
ENSMUST00000103633	Trav16n__chr14
ENSMUST00000103634	Trav13n-4__chr14
ENSMUST00000103635	Trav14n-3__chr14
ENSMUST00000103636	Trav7-2__chr14
ENSMUST00000103637	Trav4-2__chr14
ENSMUST00000103638	Trav6-7-dv9__chr14
ENSMUST00000103641	Trav7-6__chr14
ENSMUST00000103643	Trav8-1__chr14
ENSMUST00000103646	Trav10d__chr14
ENSMUST00000103648	Trav11d__chr14
ENSMUST00000103650	Trav12-1__chr14
ENSMUST00000103651	Trav13-1__chr14
ENSMUST00000103652	Trav14n-3__chr14
ENSMUST00000103653	Trav15-1-dv6-1__chr14
ENSMUST00000103654	Trav9-2__chr14
ENSMUST00000103655	Trav4-3__chr14
ENSMUST00000103657	Trav12-3__chr14
ENSMUST00000103658	Trav13-2__chr14
ENSMUST00000103660	Trav15-2-dv6-2__chr14
ENSMUST00000103662	Trav9-4__chr14
ENSMUST00000103663	Trav4-4-dv10__chr14
ENSMUST00000103664	Trav5-4__chr14
ENSMUST00000103667	Trav16__chr14
ENSMUST00000103670	Trav3-4__chr14
ENSMUST00000103671	B230359F08Rik__chr14
ENSMUST00000103672	Trav17__chr14
ENSMUST00000103673	Trav18__chr14
ENSMUST00000103674	Trav19__chr14
ENSMUST00000103676	Trdv1__chr14
ENSMUST00000103677	Trdv2-1__chr14
ENSMUST00000103678	Trdv2-2__chr14
ENSMUST00000103679	Trdv4__chr14
ENSMUST00000103682	Trdj1__chr14
ENSMUST00000103683	Trdj2__chr14
ENSMUST00000103685	Trdv5__chr14
ENSMUST00000103686	Traj59__chr14
ENSMUST00000103687	Traj58__chr14
ENSMUST00000103688	Traj57__chr14
ENSMUST00000103689	Traj56__chr14
ENSMUST00000103690	Traj53__chr14
ENSMUST00000103691	Traj52__chr14
ENSMUST00000103692	Traj51__chr14
ENSMUST00000103693	Traj50__chr14
ENSMUST00000103694	Traj49__chr14
ENSMUST00000103695	Traj48__chr14
ENSMUST00000103696	Traj46__chr14
ENSMUST00000103697	Traj45__chr14
ENSMUST00000103698	Traj44__chr14
ENSMUST00000103699	Traj43__chr14
ENSMUST00000103700	Traj42__chr14
ENSMUST00000103701	Traj41__chr14
ENSMUST00000103702	Traj40__chr14
ENSMUST00000103703	Traj39__chr14
ENSMUST00000103704	Traj38__chr14
ENSMUST00000103705	Traj37__chr14
ENSMUST00000103706	Traj35__chr14
ENSMUST00000103707	Traj34__chr14
ENSMUST00000103708	Traj33__chr14
ENSMUST00000103709	Traj32__chr14
ENSMUST00000103710	Traj31__chr14
ENSMUST00000103711	Traj30__chr14
ENSMUST00000103712	Traj29__chr14
ENSMUST00000103713	Traj28__chr14
ENSMUST00000103714	Traj27__chr14
ENSMUST00000103715	Traj26__chr14
ENSMUST00000103716	Traj25__chr14
ENSMUST00000103717	Traj24__chr14
ENSMUST00000103718	Traj23__chr14
ENSMUST00000103719	Traj22__chr14
ENSMUST00000103720	Traj21__chr14
ENSMUST00000103721	Traj20__chr14
ENSMUST00000103722	Traj19__chr14
ENSMUST00000103723	Traj18__chr14
ENSMUST00000103724	Traj17__chr14
ENSMUST00000103725	Traj16__chr14
ENSMUST00000103726	Traj15__chr14
ENSMUST00000103727	Traj14__chr14
ENSMUST00000103728	Traj13__chr14
ENSMUST00000103729	Traj12__chr14
ENSMUST00000103730	Traj11__chr14
ENSMUST00000103731	Traj9__chr14
ENSMUST00000103732	Traj8__chr14
ENSMUST00000103733	Traj7__chr14
ENSMUST00000103734	Traj6__chr14
ENSMUST00000103735	Traj5__chr14
ENSMUST00000103736	Traj4__chr14
ENSMUST00000103737	Traj3__chr14
ENSMUST00000103738	Traj2__chr14
ENSMUST00000103739	Traj1__chr14
ENSMUST00000103740	Trac__chr14
ENSMUST00000103746	Iglv1__chr16
ENSMUST00000103749	Iglc2__chr16
ENSMUST00000103751	Iglv3__chr16
ENSMUST00000103752	Iglv2__chr16
ENSMUST00000103753	Gm22065__chr18
ENSMUST00000103756	Gm22064__chr7
ENSMUST00000103758	Mir582__chr13
ENSMUST00000103760	Mir467e__chr2
ENSMUST00000103761	Gm22066__chr3
ENSMUST00000103762	Gm24933__chr2
ENSMUST00000103763	Gm24932__chr7
ENSMUST00000103764	Gm24934__chr8
ENSMUST00000103768	Mir297a-3__chr2
ENSMUST00000103770	Gm24935__chr13
ENSMUST00000103771	Mir669l__chr2
ENSMUST00000103773	Gm23251__chr7
ENSMUST00000103776	Gm23252__chr10
ENSMUST00000103778	Mir466b-2__chr2
ENSMUST00000103784	Mir193b__chr16
ENSMUST00000103788	Mir297c__chr2
ENSMUST00000103789	Gm26067__chr4
ENSMUST00000103791	Gm25943__chr2
ENSMUST00000103795	Mir297a-2__chr2
ENSMUST00000103799	Gm24115__chr2
ENSMUST00000103800	Mir297-1__chr7
ENSMUST00000103804	Mir466b-7__chr2
ENSMUST00000103806	Mir466b-3__chr2
ENSMUST00000103807	Gm26140__chr12
ENSMUST00000103811	Gm22426__chr1
ENSMUST00000103813	Mir544__chr12
ENSMUST00000103816	Gm23876__chr2
ENSMUST00000103822	Gm22189__chr12
ENSMUST00000103823	Gm23612__chr16
ENSMUST00000103827	Gm22190__chr6
ENSMUST00000103831	Gm22191__chr14
ENSMUST00000103832	Gm22323__chr19
ENSMUST00000103833	Mir467d__chr2
ENSMUST00000103834	Gm22707__chr7
ENSMUST00000103837	Mir493__chr12
ENSMUST00000103842	Gm23931__chr19
ENSMUST00000103846	Gm25287__chr10
ENSMUST00000103849	Gm24721__chr4
ENSMUST00000103850	Mir669f__chr2
ENSMUST00000103851	Gm25537__chr1
ENSMUST00000103852	Gm26209__chrX
ENSMUST00000103854	Mir574__chr5
ENSMUST00000103855	Gm22918__chr10
ENSMUST00000103861	Mir467c__chr2
ENSMUST00000103862	Gm24544__chr3
ENSMUST00000103867	Gm24543__chr19
ENSMUST00000103868	Mir669p-2__chr2
ENSMUST00000103869	Gm28018__chrY
ENSMUST00000103870	Gm24542__chr12
ENSMUST00000103871	Gm24541__chr7
ENSMUST00000103877	Gm25040__chr11
ENSMUST00000103883	Mir466b-8__chr2
ENSMUST00000103884	Mir669p-1__chr2
ENSMUST00000103887	Gm23358__chr1
ENSMUST00000103889	Gm23424__chr18
ENSMUST00000103893	Gm23701__chr14
ENSMUST00000103894	Gm23766__chr10
ENSMUST00000103895	Gm25068__chr7
ENSMUST00000103897	Gm23697__chr3
ENSMUST00000103898	Mir669o__chr2
ENSMUST00000103900	Mir466b-5__chr2
ENSMUST00000103902	Gm22117__chr10
ENSMUST00000103904	Mir742__chrX
ENSMUST00000103905	Gm24096__chr6
ENSMUST00000103907	Gm24342__chr2
ENSMUST00000103908	Gm22015__chr12
ENSMUST00000103916	Gm25263__chr2
ENSMUST00000103919	Mir344c__chr7
ENSMUST00000103922	Gm22427__chr7
ENSMUST00000103923	Mir18b__chrX
ENSMUST00000103925	Mir466p__chr2
ENSMUST00000103931	Mir741__chrX
ENSMUST00000103937	Gm26399__chr8
ENSMUST00000103939	Mir743__chrX
ENSMUST00000103940	Mir465b-1__chrX
ENSMUST00000103943	Gm23578__chr2
ENSMUST00000103950	Gm23577__chr7
ENSMUST00000103954	Gm22937__chr10
ENSMUST00000103955	Gm22936__chr2
ENSMUST00000103956	Gm22938__chr9
ENSMUST00000103958	Gm22939__chr6
ENSMUST00000103960	Gm22935__chr3
ENSMUST00000103961	Gm22934__chr7
ENSMUST00000103962	Gm24581__chr7
ENSMUST00000103964	Gm24579__chr16
ENSMUST00000103965	Gm24580__chr8
ENSMUST00000103967	Gm24582__chr11
ENSMUST00000103968	n-R5s90__chr9
ENSMUST00000103970	Gm24578__chr14
ENSMUST00000103972	Gm24118__chr14
ENSMUST00000103973	Gm24117__chr4
ENSMUST00000103975	Gm24116__chr7
ENSMUST00000103976	Gm22115__chr13
ENSMUST00000103977	Gm25546__chr15
ENSMUST00000103978	Gm24120__chr7
ENSMUST00000103979	Gm24119__chr10
ENSMUST00000103981	Gm25396__chr18
ENSMUST00000103982	Gm25053__chr4
ENSMUST00000103983	Gm25761__chr5
ENSMUST00000103984	Gm25762__chr16
ENSMUST00000103986	Gm25757__chr3
ENSMUST00000103987	Gm25758__chr5
ENSMUST00000103988	Gm25759__chr7
ENSMUST00000103989	Gm25760__chr12
ENSMUST00000103990	Gm25756__chr5
ENSMUST00000103992	Gm25094__chr6
ENSMUST00000103993	Gm25093__chr15
ENSMUST00000103995	Gm25466__chr14
ENSMUST00000103996	Gm25092__chr17
ENSMUST00000103997	Gm25091__chr5
ENSMUST00000104000	Gm25090__chr2
ENSMUST00000104002	Gm22269__chr3
ENSMUST00000104003	Snord64__chr7
ENSMUST00000104004	Snora17__chr2
ENSMUST00000104006	Gm23431__chr7
ENSMUST00000104007	Gm24796__chr4
ENSMUST00000104008	Gm22267__chr6
ENSMUST00000104009	Gm22268__chr16
ENSMUST00000104011	Gm22266__chrX
ENSMUST00000104012	Gm25613__chr10
ENSMUST00000104013	Gm25614__chr14
ENSMUST00000104014	Gm25612__chr1
ENSMUST00000104016	Gm25610__chr12
ENSMUST00000104017	Gm25611__chr19
ENSMUST00000104019	Gm25609__chr1
ENSMUST00000104020	Gm25607__chr9
ENSMUST00000104021	Gm25608__chr5
ENSMUST00000104024	Snord69__chr14
ENSMUST00000104026	Gm23950__chr4
ENSMUST00000104027	Gm23949__chr9
ENSMUST00000104029	Gm23951__chr11
ENSMUST00000104030	Gm23948__chr12
ENSMUST00000104032	Snord78__chr1
ENSMUST00000104033	Snord67__chr2
ENSMUST00000104034	Gm22270__chr5
ENSMUST00000104035	Gm22271__chr19
ENSMUST00000104036	Gm23437__chr14
ENSMUST00000104039	Gm22272__chr19
ENSMUST00000104040	Gm22273__chr5
ENSMUST00000104042	Gm25097__chrX
ENSMUST00000104043	Gm25096__chr1
ENSMUST00000104047	Gm25095__chr1
ENSMUST00000104048	Gm22439__chr2
ENSMUST00000104049	Gm22438__chr1
ENSMUST00000104051	Snord66__chr16
ENSMUST00000104052	Gm23271__chr9
ENSMUST00000104053	Gm23272__chr6
ENSMUST00000104055	Gm23270__chr18
ENSMUST00000104056	Gm23274__chr1
ENSMUST00000104058	Gm23273__chr6
ENSMUST00000104059	Gm24263__chr19
ENSMUST00000104060	Gm23275__chr9
ENSMUST00000104062	Gm26075__chr6
ENSMUST00000104063	Gm26074__chr16
ENSMUST00000104064	Gm26077__chr1
ENSMUST00000104065	Gm26076__chr3
ENSMUST00000104066	Gm26079__chr5
ENSMUST00000104067	Gm26078__chr1
ENSMUST00000104068	Gm26081__chr3
ENSMUST00000104069	Gm26080__chr1
ENSMUST00000104070	Gm26082__chr9
ENSMUST00000104071	Gm23979__chr12
ENSMUST00000104072	Gm24869__chr4
ENSMUST00000104073	Gm24431__chr13
ENSMUST00000104074	n-R5s165__chr6
ENSMUST00000104075	Gm24432__chr18
ENSMUST00000104076	Gm24429__chr12
ENSMUST00000104077	Gm24430__chr10
ENSMUST00000104080	Gm24433__chr10
ENSMUST00000104081	Gm24434__chr12
ENSMUST00000104082	Gm22782__chr12
ENSMUST00000104083	Gm22781__chr4
ENSMUST00000104084	Gm22780__chr8
ENSMUST00000104085	Gm22779__chr5
ENSMUST00000104086	Gm22786__chr1
ENSMUST00000104087	Gm22785__chrX
ENSMUST00000104088	Gm22784__chr3
ENSMUST00000104089	Gm22783__chrX
ENSMUST00000104090	Gm22778__chr13
ENSMUST00000104091	Gm22777__chr13
ENSMUST00000104092	Gm25764__chr10
ENSMUST00000104093	Gm26396__chr2
ENSMUST00000104094	Gm26395__chr13
ENSMUST00000104095	n-R5s158__chr7
ENSMUST00000104097	Gm26394__chr11
ENSMUST00000104098	Gm25076__chr5
ENSMUST00000104099	Gm25763__chr8
ENSMUST00000104100	Gm25765__chr5
ENSMUST00000104101	Gm25766__chr8
ENSMUST00000104102	Gm25407__chr2
ENSMUST00000104103	Gm24124__chr19
ENSMUST00000104104	Gm25408__chr12
ENSMUST00000104105	Gm24125__chr4
ENSMUST00000104106	Gm24123__chrX
ENSMUST00000104107	Gm24122__chr1
ENSMUST00000104108	Gm23923__chr13
ENSMUST00000104110	Gm24127__chr14
ENSMUST00000104111	Gm24126__chr17
ENSMUST00000104114	Gm22473__chr4
ENSMUST00000104115	Gm22472__chrX
ENSMUST00000104116	Gm22471__chr11
ENSMUST00000104117	Gm22470__chr18
ENSMUST00000104118	Gm22469__chr14
ENSMUST00000104120	Gm25485__chr4
ENSMUST00000104121	n-R5s8__chrX
ENSMUST00000104123	Gm24709__chr6
ENSMUST00000104124	Gm24170__chr4
ENSMUST00000104126	Gm24171__chr1
ENSMUST00000104127	Gm24172__chr10
ENSMUST00000104128	n-R5s171__chr5
ENSMUST00000104129	Gm25785__chr18
ENSMUST00000104130	Gm24173__chr1
ENSMUST00000104132	Gm22284__chr11
ENSMUST00000104135	Rnu11__chr4
ENSMUST00000104136	Gm25311__chr6
ENSMUST00000104137	Gm25833__chr6
ENSMUST00000104139	Gm25938__chr4
ENSMUST00000104140	Gm25832__chr1
ENSMUST00000104144	Gm23014__chr6
ENSMUST00000104145	Gm23015__chr5
ENSMUST00000104146	Gm23013__chr6
ENSMUST00000104148	Gm23011__chr3
ENSMUST00000104149	Gm23012__chr13
ENSMUST00000104150	Gm23294__chr17
ENSMUST00000104151	Gm23010__chr6
ENSMUST00000104152	Gm23311__chr11
ENSMUST00000104154	Gm24670__chr2
ENSMUST00000104156	Gm24326__chr12
ENSMUST00000104157	Snord70__chr1
ENSMUST00000104159	Gm24671__chr5
ENSMUST00000104160	Gm24665__chr2
ENSMUST00000104161	Gm24867__chr17
ENSMUST00000104162	n-R5s31__chr16
ENSMUST00000104163	Gm24350__chr2
ENSMUST00000104165	Gm26367__chr14
ENSMUST00000104166	Gm26286__chr5
ENSMUST00000104168	Gm26288__chr7
ENSMUST00000104169	Gm26289__chr6
ENSMUST00000104170	Gm26293__chr1
ENSMUST00000104171	Gm25308__chr2
ENSMUST00000104172	Gm23482__chr13
ENSMUST00000104173	Gm23481__chr10
ENSMUST00000104178	Gm23484__chr3
ENSMUST00000104179	Gm23483__chr16
ENSMUST00000104180	Gm26273__chr1
ENSMUST00000104181	Gm23485__chr6
ENSMUST00000104188	Gm25167__chr3
ENSMUST00000104189	Gm25168__chr1
ENSMUST00000104190	Gm25169__chr8
ENSMUST00000104191	Gm25170__chrX
ENSMUST00000104192	Gm22661__chr13
ENSMUST00000104193	Gm22660__chr4
ENSMUST00000104194	n-R5s200__chr2
ENSMUST00000104195	Gm22659__chr9
ENSMUST00000104196	Gm22658__chr9
ENSMUST00000104197	Gm22657__chr9
ENSMUST00000104199	Gm22656__chr5
ENSMUST00000104203	Gm24336__chr19
ENSMUST00000104204	Gm24337__chr4
ENSMUST00000104205	Gm24338__chr9
ENSMUST00000104206	Gm24339__chr9
ENSMUST00000104208	Gm24340__chr2
ENSMUST00000104209	Gm24341__chr4
ENSMUST00000104210	Gm24334__chr12
ENSMUST00000104211	Gm24335__chr8
ENSMUST00000104212	Gm25417__chr9
ENSMUST00000104213	n-R5s82__chr9
ENSMUST00000104214	Gm25418__chr18
ENSMUST00000104215	Gm25419__chr4
ENSMUST00000104216	Gm25420__chr2
ENSMUST00000104218	Gm25421__chrX
ENSMUST00000104219	Gm25422__chr10
ENSMUST00000104220	Gm25415__chr14
ENSMUST00000104221	Gm25416__chr7
ENSMUST00000104222	Gm23750__chr3
ENSMUST00000104223	Gm23749__chr2
ENSMUST00000104225	Gm23389__chr1
ENSMUST00000104227	Gm23748__chr9
ENSMUST00000104228	Gm23747__chr15
ENSMUST00000104229	Gm23746__chr4
ENSMUST00000104230	Gm23745__chr4
ENSMUST00000104231	Gm23744__chr1
ENSMUST00000104232	Gm24282__chr3
ENSMUST00000104233	Gm24283__chr8
ENSMUST00000104234	Gm24281__chrX
ENSMUST00000104236	Gm24279__chr5
ENSMUST00000104237	Gm24280__chr14
ENSMUST00000104238	Gm26387__chr5
ENSMUST00000104239	Gm24278__chr9
ENSMUST00000104240	Gm24284__chr13
ENSMUST00000104242	Gm22592__chrX
ENSMUST00000104243	Gm22591__chr6
ENSMUST00000104245	Gm22593__chr17
ENSMUST00000104247	Gm22590__chrX
ENSMUST00000104249	n-R5s178__chr5
ENSMUST00000104250	Gm22595__chr9
ENSMUST00000104251	Gm22594__chr10
ENSMUST00000104252	Gm23130__chr10
ENSMUST00000104253	Gm23131__chr3
ENSMUST00000104254	Gm23132__chr11
ENSMUST00000104255	Gm23133__chr15
ENSMUST00000104257	Gm23128__chr8
ENSMUST00000104259	Gm23129__chr15
ENSMUST00000104260	Gm23126__chr1
ENSMUST00000104261	Gm23127__chr13
ENSMUST00000104263	Gm25916__chr16
ENSMUST00000104265	Gm25915__chrX
ENSMUST00000104266	Gm25918__chr5
ENSMUST00000104267	Gm25917__chr12
ENSMUST00000104268	Gm22927__chr11
ENSMUST00000104269	Snord65__chr11
ENSMUST00000104271	Gm25919__chr3
ENSMUST00000104272	Gm26419__chr16
ENSMUST00000104273	Gm26420__chr3
ENSMUST00000104274	Gm26417__chrX
ENSMUST00000104275	Gm26418__chr1
ENSMUST00000104276	Gm26422__chr2
ENSMUST00000104277	Gm26423__chr9
ENSMUST00000104279	Gm26421__chr2
ENSMUST00000104280	Gm26416__chr15
ENSMUST00000104281	Gm25922__chr7
ENSMUST00000104282	Gm24789__chr15
ENSMUST00000104283	Gm24788__chr1
ENSMUST00000104284	Gm24791__chr1
ENSMUST00000104285	Gm24790__chr13
ENSMUST00000104286	Gm24792__chr5
ENSMUST00000104288	Gm24794__chr17
ENSMUST00000104289	Gm24793__chr8
ENSMUST00000104292	Gm23439__chr2
ENSMUST00000104293	Gm25272__chr14
ENSMUST00000104295	Gm25273__chr9
ENSMUST00000104296	Gm25274__chr13
ENSMUST00000104297	Gm25275__chr8
ENSMUST00000104299	Gm23440__chr3
ENSMUST00000104300	Gm25276__chr16
ENSMUST00000104304	Gm23596__chr14
ENSMUST00000104305	Snord91a__chr11
ENSMUST00000104306	Gm23595__chr9
ENSMUST00000104307	Gm23594__chr9
ENSMUST00000104309	Gm23593__chr14
ENSMUST00000104311	Gm23604__chr8
ENSMUST00000104313	Gm24230__chr6
ENSMUST00000104314	Gm24232__chr15
ENSMUST00000104315	Gm24231__chr8
ENSMUST00000104316	Gm24234__chr4
ENSMUST00000104317	Gm24233__chr12
ENSMUST00000104318	Scarna9__chr9
ENSMUST00000104319	Gm24235__chr5
ENSMUST00000104323	Gm25875__chr15
ENSMUST00000104326	Gm25877__chr4
ENSMUST00000104327	Gm25878__chr2
ENSMUST00000104328	n-R5s219__chr1
ENSMUST00000104329	Gm25876__chr3
ENSMUST00000104330	Gm25879__chr2
ENSMUST00000104331	Gm25880__chr4
ENSMUST00000104332	Gm25526__chr10
ENSMUST00000104333	Gm25378__chr4
ENSMUST00000104334	Gm25377__chr5
ENSMUST00000104336	n-R5s67__chr11
ENSMUST00000104338	Gm25379__chr8
ENSMUST00000104339	Gm25506__chr8
ENSMUST00000104340	Gm25376__chr10
ENSMUST00000104347	Gm22543__chr16
ENSMUST00000104349	Gm22544__chr8
ENSMUST00000104350	Gm22545__chr8
ENSMUST00000104351	Gm22546__chr10
ENSMUST00000104352	Gm24079__chr5
ENSMUST00000104353	Gm22021__chr14
ENSMUST00000104354	Gm22023__chrX
ENSMUST00000104355	Gm22022__chr11
ENSMUST00000104357	Gm22018__chr8
ENSMUST00000104358	Gm22020__chr2
ENSMUST00000104359	Gm22019__chr7
ENSMUST00000104361	Snord71__chr8
ENSMUST00000104364	Gm23709__chr4
ENSMUST00000104365	Gm23176__chr9
ENSMUST00000104366	Gm23707__chr9
ENSMUST00000104367	Gm23708__chr5
ENSMUST00000104369	Gm23706__chr16
ENSMUST00000104370	Gm23705__chrX
ENSMUST00000104371	Gm23175__chr3
ENSMUST00000104373	Gm24607__chr4
ENSMUST00000104374	Gm23203__chr17
ENSMUST00000104375	Snora68__chr8
ENSMUST00000104376	Gm23202__chr5
ENSMUST00000104377	Gm23201__chr2
ENSMUST00000104379	Gm23200__chr15
ENSMUST00000104381	Gm24608__chr3
ENSMUST00000104383	Snora36b__chr1
ENSMUST00000104384	Gm24886__chr2
ENSMUST00000104386	Gm24887__chr11
ENSMUST00000104387	Gm24888__chr7
ENSMUST00000104388	Gm24889__chr10
ENSMUST00000104389	Gm24890__chr14
ENSMUST00000104390	Gm25631__chr13
ENSMUST00000104391	Gm24891__chr16
ENSMUST00000104393	Gm24373__chr3
ENSMUST00000104394	Gm24374__chr10
ENSMUST00000104397	Gm24375__chr8
ENSMUST00000104398	Gm24377__chr12
ENSMUST00000104399	Gm24376__chr4
ENSMUST00000104400	Gm24372__chr18
ENSMUST00000104402	Gm26015__chr12
ENSMUST00000104403	Gm26016__chr10
ENSMUST00000104404	Gm26013__chr5
ENSMUST00000104405	Gm26014__chr18
ENSMUST00000104406	Gm26018__chr13
ENSMUST00000104407	Gm26019__chr16
ENSMUST00000104408	Gm23573__chr10
ENSMUST00000104409	Gm26017__chr4
ENSMUST00000104410	Gm26011__chr6
ENSMUST00000104411	Gm26012__chr18
ENSMUST00000104413	Gm22674__chr13
ENSMUST00000104414	Gm22672__chr16
ENSMUST00000104415	Gm22673__chr12
ENSMUST00000104416	Snord1b__chr11
ENSMUST00000104419	Gm25803__chr4
ENSMUST00000104420	Gm22671__chr1
ENSMUST00000104421	Gm25795__chrX
ENSMUST00000104423	Gm23946__chr14
ENSMUST00000104424	Gm25498__chr14
